Family,MajorAxisLength,MinorAxisLength,Sample,Oto length (mm),Oto length (um),Type age,Region,Locality
Gobiidae,163.3902582,121.1305823,AT12-3-3-1,1.633902582,1633.902582,Sub Recent,Bocas,Playa Estrella
Gobiidae,164.4821946,129.5135632,AT12-1-1-1,1.644821946,1644.821946,Sub Recent,Bocas,STRI Point
Gobiidae,164.9835682,140.4502446,AT12-3-2-1,1.649835682,1649.835682,Sub Recent,Bocas,Playa Estrella
Gobiidae,165.4970252,130.7752918,AT14-4-1,1.654970252,1654.970252,Sub Recent,Bocas,Airport Point
Gobiidae,166.0349768,138.9179033,AT12-4-2-1,1.660349768,1660.349768,Sub Recent,Bocas,SW Bocas Island
Gobiidae,166.5819138,132.1829319,AT12-3-3-1,1.665819138,1665.819138,Sub Recent,Bocas,Playa Estrella
Gobiidae,167.1365153,135.5638809,AT12-3-3-1,1.671365153,1671.365153,Sub Recent,Bocas,Playa Estrella
Gobiidae,167.2451347,115.2677191,AT12-1-2-1,1.672451347,1672.451347,Sub Recent,Bocas,STRI Point
Gobiidae,169.403444,136.2081536,AT12-4-4-2,1.69403444,1694.03444,Sub Recent,Bocas,SW Bocas Island
Gobiidae,170.4475817,108.1824692,AT12-1-2-1,1.704475817,1704.475817,Sub Recent,Bocas,STRI Point
Gobiidae,170.6398329,148.9592534,AT12-3-3-1,1.706398329,1706.398329,Sub Recent,Bocas,Playa Estrella
Gobiidae,171.0174271,143.7809139,AT12-1-6-1,1.710174271,1710.174271,Sub Recent,Bocas,STRI Point
Gobiidae,171.1456929,140.0701314,AT12-1-6-1,1.711456929,1711.456929,Sub Recent,Bocas,STRI Point
Gobiidae,171.1791278,126.8882663,AT14-1-8,1.711791278,1711.791278,Sub Recent,Bocas,Casa Blanca new
Gobiidae,174.1097602,138.3087015,AT14-1-8,1.741097602,1741.097602,Sub Recent,Bocas,Casa Blanca new
Gobiidae,175.1240841,154.6161996,AT14-1-8,1.751240841,1751.240841,Sub Recent,Bocas,Casa Blanca new
Gobiidae,175.3688525,150.2569793,AT14-1-8,1.753688525,1753.688525,Sub Recent,Bocas,Casa Blanca new
Gobiidae,176.8140782,145.6294174,AT14-1-8,1.768140782,1768.140782,Sub Recent,Bocas,Casa Blanca new
Gobiidae,177.8464312,137.3768936,AT12-4-2-1,1.778464312,1778.464312,Sub Recent,Bocas,SW Bocas Island
Gobiidae,178.5632794,148.7881666,AT12-4-2-1,1.785632794,1785.632794,Sub Recent,Bocas,SW Bocas Island
Gobiidae,178.6488829,155.6938197,AT14-1-8,1.786488829,1786.488829,Sub Recent,Bocas,Casa Blanca new
Gobiidae,178.844673,155.0089288,AT12-3-2-1,1.78844673,1788.44673,Sub Recent,Bocas,Playa Estrella
Gobiidae,181.8656841,150.3882173,AT14-3-6,1.818656841,1818.656841,Sub Recent,Bocas,Cayo Adriana
Gobiidae,181.926817,145.9313358,AT12-1-6-1,1.81926817,1819.26817,Sub Recent,Bocas,STRI Point
Gobiidae,185.2539637,145.0640948,AT14-1-2,1.852539637,1852.539637,Sub Recent,Bocas,Casa Blanca new
Gobiidae,185.472155,144.3668432,AT12-1-1-1,1.85472155,1854.72155,Sub Recent,Bocas,STRI Point
Gobiidae,187.2151755,158.4735582,AT14-1-8,1.872151755,1872.151755,Sub Recent,Bocas,Casa Blanca new
Gobiidae,189.91138,173.6097356,AT12-3-3-1,1.8991138,1899.1138,Sub Recent,Bocas,Playa Estrella
Gobiidae,191.1464171,147.3972454,AT14-3-6,1.911464171,1911.464171,Sub Recent,Bocas,Cayo Adriana
Gobiidae,192.3102575,158.6088803,AT12-1-2-2,1.923102575,1923.102575,Sub Recent,Bocas,STRI Point
Gobiidae,195.7448478,178.9356954,AT12-1-2-1,1.957448478,1957.448478,Sub Recent,Bocas,STRI Point
Gobiidae,197.595919,175.0334411,AT12-1-2-2,1.97595919,1975.95919,Sub Recent,Bocas,STRI Point
Gobiidae,198.2052758,168.7449261,AT12-1-6-1,1.982052758,1982.052758,Sub Recent,Bocas,STRI Point
Gobiidae,201.6928387,171.4769234,AT14-1-2,2.016928387,2016.928387,Sub Recent,Bocas,Casa Blanca new
Gobiidae,202.1461533,163.6428229,AT12-3-2-1,2.021461533,2021.461533,Sub Recent,Bocas,Playa Estrella
Gobiidae,212.7921012,178.5289403,AT14-3-4,2.127921012,2127.921012,Sub Recent,Bocas,Cayo Adriana
Gobiidae,219.7793134,175.047286,AT12-3-3-1,2.197793134,2197.793134,Sub Recent,Bocas,Playa Estrella
Gobiidae,246.5364854,180.5027326,AT12-3-3-1,2.465364854,2465.364854,Sub Recent,Bocas,Playa Estrella
Gobiidae,250.0861506,214.7604795,AT12-1-2-1,2.500861506,2500.861506,Sub Recent,Bocas,STRI Point
Gobiidae,287.0623115,237.291138,AT12-3-3-1,2.870623115,2870.623115,Sub Recent,Bocas,Playa Estrella
Gobiidae,292.3665985,196.8899508,AT12-4-2-1,2.923665985,2923.665985,Sub Recent,Bocas,SW Bocas Island
Haemulidae,159.4297655,96.06867894,AT13-7-6,1.594297655,1594.297655,Holocene,Bocas,Sweet Bocas Trench 6
Haemulidae,168.2967477,104.3904591,AT13-7-4,1.682967477,1682.967477,Holocene,Bocas,Sweet Bocas Trench 6
Haemulidae,209.5690892,127.3693331,AT13-7-6,2.095690892,2095.690892,Holocene,Bocas,Sweet Bocas Trench 6
Haemulidae,259.2976023,180.3949136,AT13-7-4,2.592976023,2592.976023,Holocene,Bocas,Sweet Bocas Trench 6
Haemulidae,178.2385071,116.1014772,AT12-3-3-1,1.782385071,1782.385071,Sub Recent,Bocas,Playa Estrella
Haemulidae,182.3589644,132.3350011,AT13-12-1-2,1.823589644,1823.589644,Sub Recent,Bocas,Casa Blanca
Haemulidae,185.4820875,120.4545689,AT12-3-3-1,1.854820875,1854.820875,Sub Recent,Bocas,Playa Estrella
Haemulidae,220.0757517,139.329985,AT13-12-1-2,2.200757517,2200.757517,Sub Recent,Bocas,Casa Blanca
Haemulidae,229.1687931,136.7837229,AT14-3-1,2.291687931,2291.687931,Sub Recent,Bocas,Cayo Adriana
Haemulidae,243.9427841,160.4813447,AT12-3-3-1,2.439427841,2439.427841,Sub Recent,Bocas,Playa Estrella
Haemulidae,262.503451,171.047662,AT13-10-5,2.62503451,2625.03451,Sub Recent,Bocas,Punta Caracol
Haemulidae,270.5447595,184.9724684,AT13-12-1-2,2.705447595,2705.447595,Sub Recent,Bocas,Casa Blanca
Haemulidae,284.0435173,181.4517162,AT12-3-3-1,2.840435173,2840.435173,Sub Recent,Bocas,Playa Estrella
Haemulidae,300.1159319,221.1317842,AT13-10-5,3.001159319,3001.159319,Sub Recent,Bocas,Punta Caracol
Haemulidae,331.8066241,201.362617,AT14-3-1,3.318066241,3318.066241,Sub Recent,Bocas,Cayo Adriana
Haemulidae,409.094071,259.4288288,AT13-12-1-2,4.09094071,4090.94071,Sub Recent,Bocas,Casa Blanca
Haemulidae,442.2592841,311.3972391,AT12-3-3-2,4.422592841,4422.592841,Sub Recent,Bocas,Playa Estrella
Haemulidae,455.0151247,311.9518523,AT12-3-3-1,4.550151247,4550.151247,Sub Recent,Bocas,Playa Estrella
Haemulidae,463.9848959,338.9437464,AT12-3-3-2,4.639848959,4639.848959,Sub Recent,Bocas,Playa Estrella
Haemulidae,464.6129313,332.1514929,AT12-4-3-2,4.646129313,4646.129313,Sub Recent,Bocas,SW Bocas Island
Haemulidae,479.9290131,309.3763287,AT12-4-3-2,4.799290131,4799.290131,Sub Recent,Bocas,SW Bocas Island
Haemulidae,507.0382708,361.8229096,AT12-3-3-2,5.070382708,5070.382708,Sub Recent,Bocas,Playa Estrella
Haemulidae,507.7648311,338.9867673,AT12-4-3-2,5.077648311,5077.648311,Sub Recent,Bocas,SW Bocas Island
Haemulidae,604.697062,431.6924577,AT12-3-3-1,6.04697062,6046.97062,Sub Recent,Bocas,Playa Estrella
Haemulidae,894.2449816,588.8448195,AT12-4-3-2,8.942449816,8942.449816,Sub Recent,Bocas,SW Bocas Island
Ophidiidae,116.2237083,86.08593431,AT12-3-3-1,1.162237083,1162.237083,Sub Recent,Bocas,Playa Estrella
Ophidiidae,127.1779568,94.22247485,AT12-3-3-1,1.271779568,1271.779568,Sub Recent,Bocas,Playa Estrella
Apogonidae,87.09874144,61.34775644,AT12-6-2-1,0.870987414,870.9874144,Holocene,Dominican Republic,Cañon los Rios
Apogonidae,89.28494591,69.7355468,AT12-22-3-1,0.892849459,892.8494591,Holocene,Dominican Republic,Cañon de Buo
Apogonidae,90.53800639,66.59760851,AT12-6-2-1,0.905380064,905.3800639,Holocene,Dominican Republic,Cañon los Rios
Apogonidae,97.1037566,71.63967639,AT12-22-1-1,0.971037566,971.037566,Holocene,Dominican Republic,Cañon de Buo
Apogonidae,97.94572684,72.26672407,AT12-6-2-1,0.979457268,979.4572684,Holocene,Dominican Republic,Cañon los Rios
Apogonidae,102.9927583,76.50798567,AT12-8-1-1,1.029927583,1029.927583,Holocene,Dominican Republic,Duverge Road Section
Apogonidae,106.7942421,81.98817143,AT12-5-3-1,1.067942421,1067.942421,Holocene,Dominican Republic,Las Clavellinas
Apogonidae,111.0749207,80.1535502,AT12-5-3-1,1.110749207,1110.749207,Holocene,Dominican Republic,Las Clavellinas
Apogonidae,112.5655672,82.35579125,AT12-22-3-1,1.125655672,1125.655672,Holocene,Dominican Republic,Cañon de Buo
Apogonidae,124.8241979,89.8343571,AT12-22-1-1,1.248241979,1248.241979,Holocene,Dominican Republic,Cañon de Buo
Apogonidae,159.7343619,69.16615749,AT12-8-1-1,1.597343619,1597.343619,Holocene,Dominican Republic,Duverge Road Section
Apogonidae,163.4143139,117.4849247,AT12-6-2-1,1.634143139,1634.143139,Holocene,Dominican Republic,Cañon los Rios
Apogonidae,163.74359,118.7427166,AT12-7-2-1,1.6374359,1637.4359,Holocene,Dominican Republic,Cañada Honda
Apogonidae,188.9172877,130.9002427,AT12-22-3-1,1.889172877,1889.172877,Holocene,Dominican Republic,Cañon de Buo
Apogonidae,189.5773561,138.2064408,AT12-22-3-1,1.895773561,1895.773561,Holocene,Dominican Republic,Cañon de Buo
Apogonidae,197.9252168,145.3433204,AT12-6-4-1,1.979252168,1979.252168,Holocene,Dominican Republic,Cañon los Rios
Apogonidae,198.2990372,141.1392085,AT12-5-3-1,1.982990372,1982.990372,Holocene,Dominican Republic,Las Clavellinas
Apogonidae,217.6336238,153.4676023,AT12-7-2-1,2.176336238,2176.336238,Holocene,Dominican Republic,Cañada Honda
Apogonidae,218.2503568,156.1124606,AT12-5-2-1,2.182503568,2182.503568,Holocene,Dominican Republic,Las Clavellinas
Apogonidae,220.4687137,157.0481008,AT12-6-4-1,2.204687137,2204.687137,Holocene,Dominican Republic,Cañon los Rios
Apogonidae,220.9028,152.3090931,AT12-5-3-1,2.209028,2209.028,Holocene,Dominican Republic,Las Clavellinas
Apogonidae,223.2422928,160.3230202,AT12-8-1-1,2.232422928,2232.422928,Holocene,Dominican Republic,Duverge Road Section
Apogonidae,237.1630093,167.7237919,AT12-7-2-1,2.371630093,2371.630093,Holocene,Dominican Republic,Cañada Honda
Apogonidae,293.8426877,200.8432376,AT12-6-4-1,2.938426877,2938.426877,Holocene,Dominican Republic,Cañon los Rios
Apogonidae,308.4324855,203.0254607,AT12-5-2-1,3.084324855,3084.324855,Holocene,Dominican Republic,Las Clavellinas
Apogonidae,367.334938,230.523426,AT12-7-2-1,3.67334938,3673.34938,Holocene,Dominican Republic,Cañada Honda
Apogonidae,69.97625379,52.04018817,AT12-14-4-1,0.699762538,699.7625379,Sub Recent,Dominican Republic,"Hickory Ship, La Caleta"
Apogonidae,81.55551783,64.86064611,AT12-14-4-1,0.815555178,815.5551783,Sub Recent,Dominican Republic,"Hickory Ship, La Caleta"
Apogonidae,84.83288525,62.63762318,AT12-15-4-1,0.848328853,848.3288525,Sub Recent,Dominican Republic,La Caleta Beach Reef
Apogonidae,86.63576922,67.82085179,AT12-14-4-1,0.866357692,866.3576922,Sub Recent,Dominican Republic,"Hickory Ship, La Caleta"
Apogonidae,88.91496351,66.66793864,AT12-14-4-1,0.889149635,889.1496351,Sub Recent,Dominican Republic,"Hickory Ship, La Caleta"
Apogonidae,90.33765479,67.4389838,AT12-14-4-1,0.903376548,903.3765479,Sub Recent,Dominican Republic,"Hickory Ship, La Caleta"
Apogonidae,92.73889025,72.84284578,AT12-16-1-1,0.927388903,927.3889025,Sub Recent,Dominican Republic,Wreck Limon La Caleta
Apogonidae,98.46953146,71.98737287,AT12-15-4-1,0.984695315,984.6953146,Sub Recent,Dominican Republic,La Caleta Beach Reef
Apogonidae,99.99765834,76.46593293,AT12-15-1-1,0.999976583,999.9765834,Sub Recent,Dominican Republic,La Caleta Beach Reef
Apogonidae,101.2326524,78.62926642,AT12-15-1-1,1.012326524,1012.326524,Sub Recent,Dominican Republic,La Caleta Beach Reef
Apogonidae,105.1444007,78.19745664,AT12-14-4-1,1.051444007,1051.444007,Sub Recent,Dominican Republic,"Hickory Ship, La Caleta"
Apogonidae,106.2808439,83.19314881,AT12-15-1-1,1.062808439,1062.808439,Sub Recent,Dominican Republic,La Caleta Beach Reef
Apogonidae,107.3167044,78.47137628,AT12-14-4-1,1.073167044,1073.167044,Sub Recent,Dominican Republic,"Hickory Ship, La Caleta"
Apogonidae,108.1179354,74.45451546,AT12-16-3-1,1.081179354,1081.179354,Sub Recent,Dominican Republic,Wreck Limon La Caleta
Apogonidae,108.2005183,82.58711034,AT12-15-4-1,1.082005183,1082.005183,Sub Recent,Dominican Republic,La Caleta Beach Reef
Apogonidae,109.0060617,81.00408676,AT12-15-4-1,1.090060617,1090.060617,Sub Recent,Dominican Republic,La Caleta Beach Reef
Apogonidae,109.6266401,81.58954442,AT12-15-1-1,1.096266401,1096.266401,Sub Recent,Dominican Republic,La Caleta Beach Reef
Apogonidae,110.4961056,80.90451819,AT12-15-1-1,1.104961056,1104.961056,Sub Recent,Dominican Republic,La Caleta Beach Reef
Apogonidae,112.9224087,87.36503961,AT12-16-4-1,1.129224087,1129.224087,Sub Recent,Dominican Republic,Wreck Limon La Caleta
Apogonidae,113.6789536,77.52654601,AT12-16-4-1,1.136789536,1136.789536,Sub Recent,Dominican Republic,Wreck Limon La Caleta
Apogonidae,113.7017472,74.96076475,AT12-16-3-1,1.137017472,1137.017472,Sub Recent,Dominican Republic,Wreck Limon La Caleta
Apogonidae,113.9801952,84.61729551,AT12-15-4-1,1.139801952,1139.801952,Sub Recent,Dominican Republic,La Caleta Beach Reef
Apogonidae,114.0890796,83.73203656,AT12-15-1-1,1.140890796,1140.890796,Sub Recent,Dominican Republic,La Caleta Beach Reef
Apogonidae,114.3271065,87.38941958,AT12-16-4-1,1.143271065,1143.271065,Sub Recent,Dominican Republic,Wreck Limon La Caleta
Apogonidae,114.8559779,88.76235474,AT12-16-4-1,1.148559779,1148.559779,Sub Recent,Dominican Republic,Wreck Limon La Caleta
Apogonidae,115.304877,80.64428556,AT12-15-4-1,1.15304877,1153.04877,Sub Recent,Dominican Republic,La Caleta Beach Reef
Apogonidae,116.7455361,87.96376632,AT12-15-4-1,1.167455361,1167.455361,Sub Recent,Dominican Republic,La Caleta Beach Reef
Apogonidae,117.4195404,81.06734576,AT12-14-4-1,1.174195404,1174.195404,Sub Recent,Dominican Republic,"Hickory Ship, La Caleta"
Apogonidae,117.4879194,85.19597403,AT12-15-1-1,1.174879194,1174.879194,Sub Recent,Dominican Republic,La Caleta Beach Reef
Apogonidae,117.596297,86.77914432,AT12-16-3-1,1.17596297,1175.96297,Sub Recent,Dominican Republic,Wreck Limon La Caleta
Apogonidae,117.724907,94.27665792,AT12-15-4-1,1.17724907,1177.24907,Sub Recent,Dominican Republic,La Caleta Beach Reef
Apogonidae,119.1188185,87.45187471,AT12-15-4-1,1.191188185,1191.188185,Sub Recent,Dominican Republic,La Caleta Beach Reef
Apogonidae,119.6040066,86.82820687,AT12-15-1-1,1.196040066,1196.040066,Sub Recent,Dominican Republic,La Caleta Beach Reef
Apogonidae,122.2448146,88.16044093,AT12-16-3-1,1.222448146,1222.448146,Sub Recent,Dominican Republic,Wreck Limon La Caleta
Apogonidae,122.4622332,93.19616056,AT12-15-4-1,1.224622332,1224.622332,Sub Recent,Dominican Republic,La Caleta Beach Reef
Apogonidae,123.3783688,89.97891599,AT12-16-1-1,1.233783688,1233.783688,Sub Recent,Dominican Republic,Wreck Limon La Caleta
Apogonidae,124.9098894,92.73106848,AT12-15-1-1,1.249098894,1249.098894,Sub Recent,Dominican Republic,La Caleta Beach Reef
Apogonidae,125.1784431,92.32511439,AT12-16-3-1,1.251784431,1251.784431,Sub Recent,Dominican Republic,Wreck Limon La Caleta
Apogonidae,125.4879341,92.38731798,AT12-14-4-1,1.254879341,1254.879341,Sub Recent,Dominican Republic,"Hickory Ship, La Caleta"
Apogonidae,126.4876166,98.81427277,AT12-16-4-1,1.264876166,1264.876166,Sub Recent,Dominican Republic,Wreck Limon La Caleta
Apogonidae,126.5376425,97.25134422,AT12-16-3-1,1.265376425,1265.376425,Sub Recent,Dominican Republic,Wreck Limon La Caleta
Apogonidae,126.7254115,92.90521633,AT12-15-1-1,1.267254115,1267.254115,Sub Recent,Dominican Republic,La Caleta Beach Reef
Apogonidae,129.1207901,92.01820445,AT12-16-4-1,1.291207901,1291.207901,Sub Recent,Dominican Republic,Wreck Limon La Caleta
Apogonidae,129.1225597,92.90633705,AT12-16-3-1,1.291225597,1291.225597,Sub Recent,Dominican Republic,Wreck Limon La Caleta
Apogonidae,130.0472225,93.18913926,AT12-15-4-1,1.300472225,1300.472225,Sub Recent,Dominican Republic,La Caleta Beach Reef
Apogonidae,130.3429865,96.18027008,AT12-16-3-1,1.303429865,1303.429865,Sub Recent,Dominican Republic,Wreck Limon La Caleta
Apogonidae,132.4586234,95.9740077,AT12-15-1-1,1.324586234,1324.586234,Sub Recent,Dominican Republic,La Caleta Beach Reef
Apogonidae,132.6301425,97.69427113,AT12-15-1-1,1.326301425,1326.301425,Sub Recent,Dominican Republic,La Caleta Beach Reef
Apogonidae,132.9072083,103.1595896,AT12-14-4-1,1.329072083,1329.072083,Sub Recent,Dominican Republic,"Hickory Ship, La Caleta"
Apogonidae,135.3360734,102.433898,AT12-16-4-1,1.353360734,1353.360734,Sub Recent,Dominican Republic,Wreck Limon La Caleta
Apogonidae,136.1877875,94.97924645,AT12-16-4-1,1.361877875,1361.877875,Sub Recent,Dominican Republic,Wreck Limon La Caleta
Apogonidae,138.3625143,104.1404412,AT12-16-4-1,1.383625143,1383.625143,Sub Recent,Dominican Republic,Wreck Limon La Caleta
Apogonidae,139.3134893,102.0305402,AT12-15-1-1,1.393134893,1393.134893,Sub Recent,Dominican Republic,La Caleta Beach Reef
Apogonidae,140.0085121,104.9727749,AT12-16-1-1,1.400085121,1400.085121,Sub Recent,Dominican Republic,Wreck Limon La Caleta
Apogonidae,142.2737573,103.7272494,AT12-16-1-1,1.422737573,1422.737573,Sub Recent,Dominican Republic,Wreck Limon La Caleta
Apogonidae,142.4337337,104.9339375,AT12-16-1-1,1.424337337,1424.337337,Sub Recent,Dominican Republic,Wreck Limon La Caleta
Apogonidae,142.4813419,91.62199258,AT12-15-1-1,1.424813419,1424.813419,Sub Recent,Dominican Republic,La Caleta Beach Reef
Apogonidae,144.9173069,102.5570879,AT12-15-1-1,1.449173069,1449.173069,Sub Recent,Dominican Republic,La Caleta Beach Reef
Apogonidae,144.941155,102.7233096,AT12-16-4-1,1.44941155,1449.41155,Sub Recent,Dominican Republic,Wreck Limon La Caleta
Apogonidae,146.595567,106.6175103,AT12-15-4-1,1.46595567,1465.95567,Sub Recent,Dominican Republic,La Caleta Beach Reef
Apogonidae,149.1984607,106.0770237,AT12-16-1-1,1.491984607,1491.984607,Sub Recent,Dominican Republic,Wreck Limon La Caleta
Apogonidae,149.7868489,98.32020469,AT12-16-1-1,1.497868489,1497.868489,Sub Recent,Dominican Republic,Wreck Limon La Caleta
Apogonidae,150.0951688,112.092598,AT12-16-1-1,1.500951688,1500.951688,Sub Recent,Dominican Republic,Wreck Limon La Caleta
Apogonidae,159.2357353,111.0304762,AT12-15-4-1,1.592357353,1592.357353,Sub Recent,Dominican Republic,La Caleta Beach Reef
Apogonidae,159.3472251,113.503532,AT12-16-3-1,1.593472251,1593.472251,Sub Recent,Dominican Republic,Wreck Limon La Caleta
Apogonidae,159.8023769,129.7477374,AT12-16-1-1,1.598023769,1598.023769,Sub Recent,Dominican Republic,Wreck Limon La Caleta
Apogonidae,160.2974862,125.5115567,AT12-16-1-1,1.602974862,1602.974862,Sub Recent,Dominican Republic,Wreck Limon La Caleta
Apogonidae,161.6456012,114.4855645,AT12-15-1-1,1.616456012,1616.456012,Sub Recent,Dominican Republic,La Caleta Beach Reef
Apogonidae,165.5738072,115.7425375,AT12-16-4-1,1.655738072,1655.738072,Sub Recent,Dominican Republic,Wreck Limon La Caleta
Apogonidae,166.1025746,122.3242315,AT12-16-1-1,1.661025746,1661.025746,Sub Recent,Dominican Republic,Wreck Limon La Caleta
Apogonidae,171.6350189,116.9400922,AT12-14-4-1,1.716350189,1716.350189,Sub Recent,Dominican Republic,"Hickory Ship, La Caleta"
Apogonidae,173.1849411,130.3888594,AT12-15-4-1,1.731849411,1731.849411,Sub Recent,Dominican Republic,La Caleta Beach Reef
Apogonidae,175.0449115,131.6916199,AT12-15-4-1,1.750449115,1750.449115,Sub Recent,Dominican Republic,La Caleta Beach Reef
Apogonidae,175.0521714,139.4835762,AT12-16-4-1,1.750521714,1750.521714,Sub Recent,Dominican Republic,Wreck Limon La Caleta
Apogonidae,175.5974168,122.8959369,AT12-15-1-1,1.755974168,1755.974168,Sub Recent,Dominican Republic,La Caleta Beach Reef
Apogonidae,176.4311268,155.1505694,AT12-16-1-1,1.764311268,1764.311268,Sub Recent,Dominican Republic,Wreck Limon La Caleta
Apogonidae,184.8857379,143.3872328,AT12-16-1-1,1.848857379,1848.857379,Sub Recent,Dominican Republic,Wreck Limon La Caleta
Apogonidae,185.9701819,130.700571,AT12-16-3-1,1.859701819,1859.701819,Sub Recent,Dominican Republic,Wreck Limon La Caleta
Apogonidae,187.0622379,136.338542,AT12-16-3-1,1.870622379,1870.622379,Sub Recent,Dominican Republic,Wreck Limon La Caleta
Apogonidae,187.7857304,139.2880982,AT12-15-4-1,1.877857304,1877.857304,Sub Recent,Dominican Republic,La Caleta Beach Reef
Apogonidae,187.9525843,134.8134689,AT12-16-1-1,1.879525843,1879.525843,Sub Recent,Dominican Republic,Wreck Limon La Caleta
Apogonidae,191.8027242,141.5221758,AT12-16-1-1,1.918027242,1918.027242,Sub Recent,Dominican Republic,Wreck Limon La Caleta
Apogonidae,195.3798078,133.6639751,AT12-16-3-1,1.953798078,1953.798078,Sub Recent,Dominican Republic,Wreck Limon La Caleta
Apogonidae,195.6429657,156.2441697,AT12-16-1-1,1.956429657,1956.429657,Sub Recent,Dominican Republic,Wreck Limon La Caleta
Apogonidae,198.439911,138.8525783,AT12-14-4-1,1.98439911,1984.39911,Sub Recent,Dominican Republic,"Hickory Ship, La Caleta"
Apogonidae,205.4726201,143.5006453,AT12-16-4-1,2.054726201,2054.726201,Sub Recent,Dominican Republic,Wreck Limon La Caleta
Apogonidae,212.1642596,151.8433861,AT12-16-1-1,2.121642596,2121.642596,Sub Recent,Dominican Republic,Wreck Limon La Caleta
Apogonidae,216.9663637,173.1045351,AT12-16-4-1,2.169663637,2169.663637,Sub Recent,Dominican Republic,Wreck Limon La Caleta
Apogonidae,221.4097704,157.7615027,AT12-15-4-1,2.214097704,2214.097704,Sub Recent,Dominican Republic,La Caleta Beach Reef
Apogonidae,221.4309663,143.8665873,AT12-16-1-1,2.214309663,2214.309663,Sub Recent,Dominican Republic,Wreck Limon La Caleta
Apogonidae,237.3890288,171.2416284,AT12-14-4-1,2.373890288,2373.890288,Sub Recent,Dominican Republic,"Hickory Ship, La Caleta"
Apogonidae,241.2909027,182.5376375,AT12-16-4-1,2.412909027,2412.909027,Sub Recent,Dominican Republic,Wreck Limon La Caleta
Apogonidae,241.4956705,165.8240888,AT12-16-1-1,2.414956705,2414.956705,Sub Recent,Dominican Republic,Wreck Limon La Caleta
Apogonidae,243.2422627,170.9350232,AT12-15-4-1,2.432422627,2432.422627,Sub Recent,Dominican Republic,La Caleta Beach Reef
Apogonidae,245.2032124,183.7026501,AT12-16-4-1,2.452032124,2452.032124,Sub Recent,Dominican Republic,Wreck Limon La Caleta
Apogonidae,255.0464814,191.6136197,AT12-15-1-1,2.550464814,2550.464814,Sub Recent,Dominican Republic,La Caleta Beach Reef
Apogonidae,260.759709,208.3342754,AT12-15-1-1,2.60759709,2607.59709,Sub Recent,Dominican Republic,La Caleta Beach Reef
Apogonidae,266.1441356,192.4953915,AT12-16-4-1,2.661441356,2661.441356,Sub Recent,Dominican Republic,Wreck Limon La Caleta
Apogonidae,269.0819372,164.9367306,AT12-16-4-1,2.690819372,2690.819372,Sub Recent,Dominican Republic,Wreck Limon La Caleta
Apogonidae,269.6913798,193.9082054,AT12-15-1-1,2.696913798,2696.913798,Sub Recent,Dominican Republic,La Caleta Beach Reef
Apogonidae,283.8971561,193.0448261,AT12-15-1-1,2.838971561,2838.971561,Sub Recent,Dominican Republic,La Caleta Beach Reef
Bregmacerotidae,90.17194437,88.06437459,AT12-5-3-1,0.901719444,901.7194437,Holocene,Dominican Republic,Las Clavellinas
Bregmacerotidae,94.43929741,89.00045642,AT12-7-1-1,0.944392974,944.3929741,Holocene,Dominican Republic,Cañada Honda
Bregmacerotidae,94.55544169,91.5920584,AT12-7-1-1,0.945554417,945.5544169,Holocene,Dominican Republic,Cañada Honda
Bregmacerotidae,94.59289066,91.09383044,AT12-6-1-1,0.945928907,945.9289066,Holocene,Dominican Republic,Cañon los Rios
Bregmacerotidae,103.9388958,96.69652242,AT12-5-3-1,1.039388958,1039.388958,Holocene,Dominican Republic,Las Clavellinas
Bregmacerotidae,105.5457583,103.5974085,AT12-5-3-1,1.055457583,1055.457583,Holocene,Dominican Republic,Las Clavellinas
Bregmacerotidae,108.7231074,99.73275325,AT12-6-1-1,1.087231074,1087.231074,Holocene,Dominican Republic,Cañon los Rios
Bregmacerotidae,109.4102887,106.9137261,AT12-5-4-1,1.094102887,1094.102887,Holocene,Dominican Republic,Las Clavellinas
Bregmacerotidae,111.2262506,104.0386972,AT12-5-4-1,1.112262506,1112.262506,Holocene,Dominican Republic,Las Clavellinas
Bregmacerotidae,112.1258007,105.5441658,AT12-5-3-1,1.121258007,1121.258007,Holocene,Dominican Republic,Las Clavellinas
Bregmacerotidae,112.5526732,110.8507298,AT12-5-3-1,1.125526732,1125.526732,Holocene,Dominican Republic,Las Clavellinas
Bregmacerotidae,114.2006035,109.2571508,AT12-5-3-1,1.142006035,1142.006035,Holocene,Dominican Republic,Las Clavellinas
Bregmacerotidae,115.2649005,107.0155752,AT12-5-3-1,1.152649005,1152.649005,Holocene,Dominican Republic,Las Clavellinas
Bregmacerotidae,115.807918,95.84560441,AT12-7-1-1,1.15807918,1158.07918,Holocene,Dominican Republic,Cañada Honda
Bregmacerotidae,115.8672882,114.5614528,AT12-5-3-1,1.158672882,1158.672882,Holocene,Dominican Republic,Las Clavellinas
Bregmacerotidae,116.4760733,110.5702311,AT12-5-3-1,1.164760733,1164.760733,Holocene,Dominican Republic,Las Clavellinas
Bregmacerotidae,117.3510267,113.7938638,AT12-6-1-1,1.173510267,1173.510267,Holocene,Dominican Republic,Cañon los Rios
Bregmacerotidae,118.5972778,115.091806,AT12-5-3-1,1.185972778,1185.972778,Holocene,Dominican Republic,Las Clavellinas
Bregmacerotidae,122.0958481,117.8732908,AT12-5-3-1,1.220958481,1220.958481,Holocene,Dominican Republic,Las Clavellinas
